CICLO,Fecha,Parcela ,Repetición,Tratamiento,Porte,Número de Plantas Vivas,Número de Plantas Marchitaz,Planta 1 Patologías y Severidades ,Planta 2 Patologías y Severidades ,Planta 3 Patologías y Severidades ,Observaciones
I,10/09/2020,Casa Malla,1,11,BAJO,26,4,0,0,0,OK
I,10/09/2020,Casa Malla,1,6,BAJO,12,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Casa Malla,1,12,BAJO,14,0,0,0,0,NA
I,10/09/2020,Casa Malla,1,4R,BAJO,3,0,0,0,0,NA
I,10/09/2020,Casa Malla,1,4C,BAJO,13,0,0,0,0,NA
I,10/09/2020,Casa Malla,1,8,BAJO,5,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Casa Malla,1,1,BAJO,33,0,0,0,0,NA
I,10/09/2020,Casa Malla,1,10,BAJO,25,0,0,0,0,4 ESTRÉS HÍDRICO
I,10/09/2020,Casa Malla,1,9,BAJO,23,0,0,0,0,PERFORADOR DE HOJA
I,10/09/2020,Casa Malla,1,15,BAJO,15,0,0,0,0,1 DEFOLIADOR DE HOJAS
I,10/09/2020,Casa Malla,1,13,BAJO,16,0,0,0,0,1 TRANSPLANTE
I,10/09/2020,Casa Malla,1,14,BAJO,13,0,0,PEV,PEV,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Casa Malla,1,16,BAJO,16,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Casa Malla,1,7,BAJO,14,1,0,0,0,1 PERFORADOR DE HOJA
I,10/09/2020,Casa Malla,1,3,BAJO,41,1,0,0,0, DEFOLIACIÓN POR INSECTO
I,10/09/2020,Casa Malla,2,16,BAJO,15,0,0,0,0,"MOSCA BLANCA, PERFORADOR Y DEFOLIADOR"
I,10/09/2020,Casa Malla,2,7,BAJO,15,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,13,BAJO,11,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,3,BAJO,42,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,5,BAJO,13,0,0,0,0,POCO DESARROLLO
I,10/09/2020,Casa Malla,2,6,BAJO,17,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Casa Malla,2,11,BAJO,27,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,1,BAJO,15,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,12,BAJO,19,0,0,0,0,PERFORADOR DE HOJA
I,10/09/2020,Casa Malla,2,10,BAJO,27,0,0,0,0,5 ESTRÉS HÍDRICO
I,10/09/2020,Casa Malla,2,15,BAJO,10,0,0,0,0,2 ESTRÉS HÍDRICO
I,10/09/2020,Casa Malla,2,4R,BAJO,13,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,4C,BAJO,15,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,9,BAJO,27,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,14,BAJO,10,0,0,0,0,POCO DESARROLLO
I,10/09/2020,Casa Malla,2,8,BAJO,10,0,0,0,0,NA
I,10/09/2020,Casa Malla,2,2,BAJO,29,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,2,BAJO,18,0,0,0,0,1 PLANTA QUEMAZÓN EN LOS BORDES DE LAS HOJAS
I,10/09/2020,Casa Malla,3,6,BAJO,10,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Casa Malla,3,16,BAJO,15,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Casa Malla,3,10,BAJO,21,0,0,0,0,3 ESTRÉS HÍDRICO
I,10/09/2020,Casa Malla,3,14,BAJO,15,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,10/09/2020,Casa Malla,3,9,BAJO,19,0,NA,NA,NA,NA
I,10/09/2020,Casa Malla,3,4R,BAJO,10,0,0,0,0,POCO DESARROLLO
I,10/09/2020,Casa Malla,3,4C,BAJO,16,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,3,BAJO,3,0,0,0,0,1 PLANTA CON BORDES CLORÓTICOS
I,10/09/2020,Casa Malla,3,15,BAJO,6,1,0,0,0,DEFOLIACIÓN POR INSECTO
I,10/09/2020,Casa Malla,3,11,BAJO,28,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,12,BAJO,16,0,0,0,0,PERFORADOR DE HOJA
I,10/09/2020,Casa Malla,3,13,BAJO,15,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,1,BAJO,18,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,7,BAJO,19,0,0,0,0,PERFORADOR DE HOJA
I,10/09/2020,Casa Malla,3,8,BAJO,17,0,0,0,0,NA
I,10/09/2020,Casa Malla,3,5,BAJO,45,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo Abierto,1,4,ALTO,12,2,0,0,0,"PERFORADOR DE HOJA, 1 FALTA TUTORADO"
I,10/09/2020,Campo Abierto,1,3,ALTO,17,0,0,0,0,1 FALTA TUTORADO
I,10/09/2020,Campo Abierto,1,2,ALTO,15,0,0,0,0,"3 PLANTAS QUEBRADAS, 5 PLANTAS FALTA DE TUTORADO"
I,10/09/2020,Campo Abierto,1,5,ALTO,2,0,0,0,0,FALTA TUTORADO
I,10/09/2020,Campo Abierto,1,1,ALTO,5,0,0,0,0,CLOROSIS INTERVENAL
I,10/09/2020,Campo Abierto,1,7,ALTO,19,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Campo Abierto,1,6,ALTO,13,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Campo Abierto,2,7,ALTO,17,0,0,0,0,"DEFOLIACIÓN POR INSECTO, CLOROSIS GENERALIZADA"
I,10/09/2020,Campo Abierto,2,6,ALTO,16,0,0,0,0,NA
I,10/09/2020,Campo Abierto,2,1,ALTO,7,0,0,0,0,NA
I,10/09/2020,Campo Abierto,2,5,ALTO,8,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo Abierto,2,3,ALTO,13,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo Abierto,2,2,ALTO,17,0,0,0,0,CLOROSIS
I,10/09/2020,Campo Abierto,2,4,ALTO,12,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,10/09/2020,Campo Abierto,3,3,ALTO,18,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo Abierto,3,2,ALTO,15,0,0,0,0,"PLANTAS DOBLADAS, FALTA TUTORADO, CLOROSIS GENERALIZADA"
I,10/09/2020,Campo Abierto,3,1,ALTO,12,0,0,0,0,PERFORADOR DE HOJA
I,10/09/2020,Campo Abierto,3,4,ALTO,12,4,NA,NA,NA,CENTRO DE PARCELA MARCHITO
I,10/09/2020,Campo Abierto,3,5,ALTO,3,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo Abierto,3,7,ALTO,17,0,0,0,0,"DEFOLIADOS, CLOROSIS"
I,10/09/2020,Campo Abierto,3,6,ALTO,15,0,0,0,0,"DEFOLIADOR, CLOROSIS"
I,10/09/2020,Campo abierto,1,3,BAJO,46,0,0,0,0,NA
I,10/09/2020,Campo abierto,1,12,BAJO,19,0,0,0,0,DAÑO POR INSECTO CHUPADOR
I,10/09/2020,Campo abierto,1,6,BAJO,25,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo abierto,1,5,BAJO,28,0,0,0,0,NA
I,10/09/2020,Campo abierto,1,2,BAJO,42,0,0,0,0,HOJAS NUEVAS ARREPOLLADAS
I,10/09/2020,Campo abierto,1,13,BAJO,23,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,1,7,BAJO,21,0,0,0,0,PERFORADOR
I,10/09/2020,Campo abierto,1,11,BAJO,23,0,0,0,0,DAÑO POR INSECTO CHUPADOR
I,10/09/2020,Campo abierto,1,15,BAJO,17,0,0,0,0,DEFOLIADOR
I,10/09/2020,Campo abierto,1,10,BAJO,26,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,1,4C,BAJO,8,0,0,0,0,NA
I,10/09/2020,Campo abierto,1,4R,BAJO,NA,NA,NA,NA,NA,NA
I,10/09/2020,Campo abierto,1,14,BAJO,10,0,0,0,0,DAÑO POR DEFOLIADOR
I,10/09/2020,Campo abierto,1,8,BAJO,16,0,0,0,0,"DAÑO POR PERFORADOR, MOSCA BLANCA"
I,10/09/2020,Campo abierto,1,1,BAJO,15,0,0,0,0,LENTO DESARROLLO
I,10/09/2020,Campo abierto,1,9,BAJO,6,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,1,16,BAJO,15,0,0,0,0,DEFOLIADOR
I,10/09/2020,Campo abierto,2,7,BAJO,14,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,8,BAJO,12,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,15,BAJO,14,0,0,0,0,DAÑOS POR DEFOLIADOR
I,10/09/2020,Campo abierto,2,12,BAJO,11,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,3,BAJO,26,0,0,0,0,NA
I,10/09/2020,Campo abierto,2,14,BAJO,8,0,0,0,0,DAÑOS POR DEFOLIADOR
I,10/09/2020,Campo abierto,2,6,BAJO,30,0,0,0,0,POCO DESARROLLO
I,10/09/2020,Campo abierto,2,13,BAJO,26,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,1,BAJO,30,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,5,BAJO,18,0,0,0,0,CONTROL DE ARVENCES
I,10/09/2020,Campo abierto,2,2,BAJO,20,0,0,0,0,HOJAS NUEVAS ARREPOLLADAS
I,10/09/2020,Campo abierto,2,4C,BAJO,10,0,0,0,0,NA
I,10/09/2020,Campo abierto,2,4R,BAJO,0,0,NA,NA,NA,NA
I,10/09/2020,Campo abierto,2,10,BAJO,21,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,11,BAJO,7,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,2,16,BAJO,15,0,0,0,0,DAÑOS POR DEFOLIADOR
I,10/09/2020,Campo abierto,2,9,BAJO,4,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,15,BAJO,19,0,0,0,0,DAÑOS POR DEFOLIADOR
I,10/09/2020,Campo abierto,3,11,BAJO,12,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,12,BAJO,10,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,14,BAJO,2,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,10/09/2020,Campo abierto,3,4R,BAJO,1,0,0,NA,NA,NA
I,10/09/2020,Campo abierto,3,4C,BAJO,7,0,0,0,0,NA
I,10/09/2020,Campo abierto,3,1,BAJO,27,0,0,0,0,NA
I,10/09/2020,Campo abierto,3,3,BAJO,41,0,0,0,0,CONTROL DE ARVENCES
I,10/09/2020,Campo abierto,3,8,BAJO,22,0,0,0,0,"DAÑO POR INSECTO CHUPADOR, MOSCA BLANCA"
I,10/09/2020,Campo abierto,3,13,BAJO,19,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,2,BAJO,26,0,0,0,0,CLOROSIS GENERALIZADA
I,10/09/2020,Campo abierto,3,6,BAJO,16,0,0,0,0,DAÑOS POR CHUPADOR
I,10/09/2020,Campo abierto,3,16,BAJO,10,28,0,0,0,DAÑOS POR DEFOLIADOR
I,10/09/2020,Campo abierto,3,10,BAJO,28,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,7,BAJO,12,0,0,0,0,MOSCA BLANCA
I,10/09/2020,Campo abierto,3,5,BAJO,9,0,0,0,0,"CLOROSIS GENERALIZADA, POCO DESARROLLO"
I,10/09/2020,Campo abierto,3,9,BAJO,2,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,1,3,ALTO,16,0,0,0,0,NA
I,17/09/2020,Invernadero,1,2,ALTO,15,3,0,0,0,NA
I,17/09/2020,Invernadero,1,1,ALTO,7,4,0,0,0,QUEMAZÓN EN BORDES DE HOJAS Y MOSCA BLANCA
I,17/09/2020,Invernadero,1,5,ALTO,13,1,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,1,4,ALTO,9,1,0,0,0,QUEMAZÓN EN BORDES DE HOJAS Y MOSCA BLANCA
I,17/09/2020,Invernadero,1,6,ALTO,18,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Invernadero,1,7,ALTO,17,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Invernadero,2,6,ALTO,16,3,0,0,0,NA
I,17/09/2020,Invernadero,2,7,ALTO,19,2,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Invernadero,2,3,ALTO,14,0,0,0,0,NA
I,17/09/2020,Invernadero,2,4,ALTO,9,2,0,0,0,QUEMAZÓN EN BORDES DE HOJAS Y MOSCA BLANCA
I,17/09/2020,Invernadero,2,2,ALTO,13,0,0,0,0,QUEMAZÓN EN BORDES DE HOJAS Y MOSCA BLANCA
I,17/09/2020,Invernadero,2,1,ALTO,14,2,0,0,0,NA
I,17/09/2020,Invernadero,2,5,ALTO,18,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,2,ALTO,12,0,0,0,0,NA
I,17/09/2020,Invernadero,3,4,ALTO,15,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,5,ALTO,18,2,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,3,ALTO,18,1,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,1,ALTO,20,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,6,ALTO,19,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Invernadero,3,7,ALTO,19,1,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Invernadero,1,11,BAJO,12,0,0,0,0,ETIOLACIÓN
I,17/09/2020,Invernadero,1,4,BAJO,7,0,0,0,0,NA
I,17/09/2020,Invernadero,1,5,BAJO,22,0,0,0,0,CAE GOTA DE AGUA SOBRE LA CAMA
I,17/09/2020,Invernadero,1,9,BAJO,15,0,0,0,0,NA
I,17/09/2020,Invernadero,1,13,BAJO,20,0,0,0,0,NA
I,17/09/2020,Invernadero,1,16,BAJO,8,0,0,0,0,NA
I,17/09/2020,Invernadero,1,10,BAJO,14,0,0,0,0,CAE GOTA DE AGUA SOBRE LA CAMA
I,17/09/2020,Invernadero,1,15,BAJO,NA,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Invernadero,1,2,BAJO,18,0,0,0,0,NA
I,17/09/2020,Invernadero,1,8,BAJO,13,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,1,6,BAJO,12,0,0,0,0,POCO DESARROLLO
I,17/09/2020,Invernadero,1,1,BAJO,25,0,0,0,0,NA
I,17/09/2020,Invernadero,1,3,BAJO,19,0,0,0,0,NA
I,17/09/2020,Invernadero,1,14,BAJO,5,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Invernadero,1,12,BAJO,13,1,0,0,0,CLOROSIS GENERALIZADA
I,17/09/2020,Invernadero,1,7,BAJO,16,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,2,16,BAJO,8,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,17/09/2020,Invernadero,2,11,BAJO,13,0,0,0,0,NA
I,17/09/2020,Invernadero,2,15,BAJO,8,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Invernadero,2,14,BAJO,6,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,17/09/2020,Invernadero,2,5,BAJO,9,0,0,0,0,CLOROSIS GENERALIZADA
I,17/09/2020,Invernadero,2,8,BAJO,6,0,MF:1,MF:1,MF:1,
I,17/09/2020,Invernadero,2,12,BAJO,14,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,2,9,BAJO,19,0,0,0,0,RESIEMBRA
I,17/09/2020,Invernadero,2,13,BAJO,12,0,0,0,0,
I,17/09/2020,Invernadero,2,4R,BAJO,4,0,0,0,0,POCO DESARROLLO
I,17/09/2020,Invernadero,2,4C,BAJO,5,0,0,0,0,POCO DESARROLLO
I,17/09/2020,Invernadero,2,7,BAJO,16,3,0,0,0,
I,17/09/2020,Invernadero,2,6,BAJO,8,0,0,0,0,POCO DESARROLLO
I,17/09/2020,Invernadero,2,2,BAJO,2,0,0,0,0,PARCELA PERDIDA
I,17/09/2020,Invernadero,2,3,BAJO,24,0,0,0,0,
I,17/09/2020,Invernadero,2,1,BAJO,15,0,0,0,0,
I,17/09/2020,Invernadero,2,10,BAJO,11,0,0,0,0,DAÑO POR DEFOLIADOR
I,17/09/2020,Invernadero,3,5,BAJO,15,0,0,0,0,CLOROSIS GENERALIZADA
I,17/09/2020,Invernadero,3,1,BAJO,15,0,0,0,0,
I,17/09/2020,Invernadero,3,14,BAJO,8,0,0,0,0,DAÑO POR DEFOLIADOR
I,17/09/2020,Invernadero,3,12,BAJO,15,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Invernadero,3,16,BAJO,7,0,0,0,0,DAÑO POR DEFOLIADOR
I,17/09/2020,Invernadero,3,2,BAJO,11,0,0,0,0,LENTO DESARROLLO
I,17/09/2020,Invernadero,3,10,BAJO,7,0,0,0,0,DAÑO POR DEFOLIADOR
I,17/09/2020,Invernadero,3,7,BAJO,12,0,0,0,0,LENTO DESARROLLO
I,17/09/2020,Invernadero,3,15,BAJO,8,1,0,0,0,
I,17/09/2020,Invernadero,3,11,BAJO,2,0,0,0,0,PARCELA PERDIDA
I,17/09/2020,Invernadero,3,13,BAJO,7,0,0,0,0,DESUNIFORMIDAD
I,17/09/2020,Invernadero,3,4C,BAJO,5,0,0,0,0,
I,17/09/2020,Invernadero,3,4R,BAJO,5,0,0,0,0,LENTO DESARROLLO
I,17/09/2020,Invernadero,3,8,BAJO,5,0,0,0,0,"PARCELA PERDIDA, LENTO DESARROLLO"
I,17/09/2020,Invernadero,3,9,BAJO,9,0,0,0,0,LENTO DESARROLLO
I,17/09/2020,Invernadero,3,3,BAJO,19,0,0,0,0,
I,17/09/2020,Invernadero,3,6,BAJO,4,0,0,0,0,POCO DESARROLLO
I,17/09/2020,Casa Malla,1,5,ALTO,21,0,MFHB:1,MFHB:1,MFHB:1,NA
I,17/09/2020,Casa Malla,1,3,ALTO,21,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,4,ALTO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,2,ALTO,24,0,MFHB:1,MFHB:1,MFHB:1,NA
I,17/09/2020,Casa Malla,1,1,ALTO,17,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Casa Malla,1,6,ALTO,15,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Casa Malla,1,7,ALTO,22,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Casa Malla,2,6,ALTO,26,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Casa Malla,2,7,ALTO,25,0,0,0,0,RASPADO POR INSECTO
I,17/09/2020,Casa Malla,2,2,ALTO,18,0,MFHB:1,MFHB:1,0,NA
I,17/09/2020,Casa Malla,2,3,ALTO,20,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,1,ALTO,16,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,5,ALTO,17,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,4,ALTO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,3,ALTO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,1,ALTO,7,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,2,ALTO,17,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,5,ALTO,9,1,0,0,0,NA
I,17/09/2020,Casa Malla,3,4,ALTO,8,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,6,ALTO,8,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Casa Malla,3,7,ALTO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,5,BAJO,49,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,2,BAJO,34,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,11,BAJO,24,0,0,0,0,PLANTAS ETIOLADAS
I,17/09/2020,Casa Malla,1,6,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,17/09/2020,Casa Malla,1,12,BAJO,14,0,0,0,0,PLANTAS ETIOLADAS
I,17/09/2020,Casa Malla,1,4R,BAJO,4,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,4C,BAJO,14,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,8,BAJO,5,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,1,BAJO,31,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,10,BAJO,21,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,9,BAJO,20,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,15,BAJO,13,1,MF:1,0,0,NA
I,17/09/2020,Casa Malla,1,13,BAJO,17,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,14,BAJO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,16,BAJO,16,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,7,BAJO,14,0,0,0,0,NA
I,17/09/2020,Casa Malla,1,3,BAJO,42,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,16,BAJO,16,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,7,BAJO,14,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,13,BAJO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,3,BAJO,35,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,5,BAJO,34,0,MF:1,0,0,NA
I,17/09/2020,Casa Malla,2,6,BAJO,16,0,MF:1,MF:1,0,NA
I,17/09/2020,Casa Malla,2,11,BAJO,24,0,0,0,0,PLANTAS ETIOLADAS
I,17/09/2020,Casa Malla,2,1,BAJO,16,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,12,BAJO,19,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,10,BAJO,27,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,15,BAJO,8,1,0,0,0,NA
I,17/09/2020,Casa Malla,2,4R,BAJO,12,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,4C,BAJO,14,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,9,BAJO,27,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,14,BAJO,12,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,8,BAJO,10,0,0,0,0,NA
I,17/09/2020,Casa Malla,2,2,BAJO,33,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,2,BAJO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,6,BAJO,11,0,MF:1,MF:1,0,NA
I,17/09/2020,Casa Malla,3,16,BAJO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,10,BAJO,21,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,14,BAJO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,9,BAJO,19,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,4R,BAJO,10,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,4C,BAJO,14,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,3,BAJO,36,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,15,BAJO,4,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,11,BAJO,27,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,12,BAJO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,13,BAJO,15,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,1,BAJO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,7,BAJO,18,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,8,BAJO,7,0,0,0,0,NA
I,17/09/2020,Casa Malla,3,5,BAJO,48,0,0,0,0,NA
I,17/09/2020,Campo Abierto,1,4,ALTO,12,1,0,0,0,FALTA TUTORADO Y MOSCA BLANCA
I,17/09/2020,Campo Abierto,1,3,ALTO,16,1,0,0,0,"DAÑO POR INSECTO, CLOROSIS, FALTA TUTORADO"
I,17/09/2020,Campo Abierto,1,2,ALTO,17,4,0,0,0,"DAÑO POR INSECTO, CLOROSIS, FALTA TUTORADO"
I,17/09/2020,Campo Abierto,1,5,ALTO,3,0,0,0,0,"DAÑO POR INSECTO, CLOROSIS, FALTA TUTORADO, DEFORMACIÓN EN HOJAS NUEVAS"
I,17/09/2020,Campo Abierto,1,1,ALTO,6,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Campo Abierto,1,7,ALTO,18,2,0,0,0,DAÑO POR INSECTOS
I,17/09/2020,Campo Abierto,1,6,ALTO,12,1,0,0,0,DAÑO POR INSECTOS MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,7,ALTO,16,0,0,0,0,DAÑO POR INSECTOS MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,6,ALTO,16,0,0,0,0,DAÑO POR INSECTOS MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,1,ALTO,4,1,0,PEV,0,MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,5,ALTO,5,0,0,0,0,NA
I,17/09/2020,Campo Abierto,2,3,ALTO,17,0,0,0,0,MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,2,ALTO,17,2,0,0,0,MOSCA BLANCA
I,17/09/2020,Campo Abierto,2,4,ALTO,10,1,0,0,0,DAÑO POR INSECTOS MOSCA BLANCA
I,17/09/2020,Campo Abierto,3,3,ALTO,16,0,0,0,0,NA
I,17/09/2020,Campo Abierto,3,2,ALTO,16,2,0,0,0,NA
I,17/09/2020,Campo Abierto,3,1,ALTO,13,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Campo Abierto,3,4,ALTO,9,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Campo Abierto,3,5,ALTO,3,0,0,0,0,NA
I,17/09/2020,Campo Abierto,3,7,ALTO,18,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Campo Abierto,3,6,ALTO,16,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Campo abierto,1,3,BAJO,NA,NA,0,0,0,NA
I,17/09/2020,Campo abierto,1,12,BAJO,21,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,6,BAJO,19,0,"MF,1","MF,1","MF,1",NA
I,17/09/2020,Campo abierto,1,5,BAJO,29,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,2,BAJO,42,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,13,BAJO,49,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,7,BAJO,21,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,11,BAJO,23,0,0,0,0,ETIOLACIÓN
I,17/09/2020,Campo abierto,1,15,BAJO,20,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,10,BAJO,27,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,4C,BAJO,11,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,4R,BAJO,18,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,14,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,8,BAJO,16,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,1,BAJO,34,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,9,BAJO,9,0,0,0,0,NA
I,17/09/2020,Campo abierto,1,16,BAJO,16,0,"MF,1","MF,1",0,NA
I,17/09/2020,Campo abierto,2,7,BAJO,14,0,0,0,0,NA
